Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_species,Pollinator_species
1_2_bartomeus_spain_2008_fraop_1_2,1,2,1,Allium ampeloprasum,Braconidae sp.
1_2_bartomeus_spain_2008_fraop_1_2,1,2,2,Sonchus tenerrimus,Halictus gemmeus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,3,Convolvulus althaeoides,Halictus gemmeus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,4,Sedum sediforme,Halictus gemmeus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,5,Daucus carota,Halictus gemmeus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,6,Convolvulus althaeoides,Mordellistena pumila
1_2_bartomeus_spain_2008_fraop_1_2,1,2,7,Convolvulus althaeoides,Dasytidae sp.
1_2_bartomeus_spain_2008_fraop_1_2,1,2,8,Convolvulus althaeoides,Coleoptera sp.4
1_2_bartomeus_spain_2008_fraop_1_2,1,2,9,Convolvulus althaeoides,Lasioglossum pauxillum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,10,Daucus carota,Mordellistena pumila
1_2_bartomeus_spain_2008_fraop_1_2,1,2,11,Eryngium campestre,Mordellistena pumila
1_2_bartomeus_spain_2008_fraop_1_2,1,2,12,Opuntia stricta,Dasytidae sp.
1_2_bartomeus_spain_2008_fraop_1_2,1,2,13,Opuntia stricta,Lasioglossum pauxillum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,14,Eryngium campestre,Lasioglossum pauxillum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,15,Sonchus tenerrimus,Lasioglossum pauxillum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,16,Daucus carota,Lasioglossum pauxillum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,17,Echium sabulicola,Lasioglossum pauxillum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,18,Daucus carota,Andrena sp.
1_2_bartomeus_spain_2008_fraop_1_2,1,2,19,Daucus carota,Oedemera lurida
1_2_bartomeus_spain_2008_fraop_1_2,1,2,20,Daucus carota,Oedemera flavipes
1_2_bartomeus_spain_2008_fraop_1_2,1,2,21,Daucus carota,Mordella bipunctata
1_2_bartomeus_spain_2008_fraop_1_2,1,2,22,Daucus carota,Apis melifera
1_2_bartomeus_spain_2008_fraop_1_2,1,2,23,Daucus carota,Coleoptera sp.2
1_2_bartomeus_spain_2008_fraop_1_2,1,2,24,Daucus carota,Hylaeus variegatus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,25,Sedum sediforme,Andrena sp.
1_2_bartomeus_spain_2008_fraop_1_2,1,2,26,Sonchus tenerrimus,Oedemera lurida
1_2_bartomeus_spain_2008_fraop_1_2,1,2,27,Sonchus tenerrimus,Apis melifera
1_2_bartomeus_spain_2008_fraop_1_2,1,2,28,Opuntia stricta,Apis melifera
1_2_bartomeus_spain_2008_fraop_1_2,1,2,29,Echium sabulicola,Ceratina curcubitina
1_2_bartomeus_spain_2008_fraop_1_2,1,2,30,Opuntia stricta,Camponotus aetiops
1_2_bartomeus_spain_2008_fraop_1_2,1,2,31,Opuntia stricta,Hylaeus nigritus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,32,Opuntia stricta,Scolia hirta
1_2_bartomeus_spain_2008_fraop_1_2,1,2,33,Opuntia stricta,Xylocopa violacea
1_2_bartomeus_spain_2008_fraop_1_2,1,2,34,Opuntia stricta,Anthidium sticticum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,35,Opuntia stricta,Oxythyrea funesta
1_2_bartomeus_spain_2008_fraop_1_2,1,2,36,Opuntia stricta,Halictus fulvipes
1_2_bartomeus_spain_2008_fraop_1_2,1,2,37,Opuntia stricta,Bombus terrestris
1_2_bartomeus_spain_2008_fraop_1_2,1,2,38,Opuntia stricta,Halictus pyrenaeus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,39,Sonchus tenerrimus,Hylaeus nigritus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,40,Sonchus tenerrimus,Scolia hirta
1_2_bartomeus_spain_2008_fraop_1_2,1,2,41,Sonchus tenerrimus,Bombus terrestris
1_2_bartomeus_spain_2008_fraop_1_2,1,2,42,Sonchus tenerrimus,Halictus pyrenaeus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,43,Sedum sediforme,Halictus pyrenaeus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,44,Sonchus tenerrimus,Sphecodes sp.
1_2_bartomeus_spain_2008_fraop_1_2,1,2,45,Sonchus tenerrimus,Panurgus calcaratus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,46,Sonchus tenerrimus,Nomada merceti
1_2_bartomeus_spain_2008_fraop_1_2,1,2,47,Sonchus tenerrimus,Sphaerophoeria sp.
1_2_bartomeus_spain_2008_fraop_1_2,1,2,48,Sonchus tenerrimus,Oedemera barbara
1_2_bartomeus_spain_2008_fraop_1_2,1,2,49,Sonchus tenerrimus,Lasioglossum bimaculatum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,50,Urospermum picroides,Lasioglossum bimaculatum
1_2_bartomeus_spain_2008_fraop_1_2,1,2,51,Urospermum picroides,Panurgus calcaratus
1_2_bartomeus_spain_2008_fraop_1_2,1,2,52,Urospermum picroides,Anthophora sp.
1_2_bartomeus_spain_2008_fraop_1_2,2,3,1,Daucus carota,Halictus gemmeus
1_2_bartomeus_spain_2008_fraop_1_2,2,3,1,Sonchus tenerrimus,Halictus gemmeus
1_2_bartomeus_spain_2008_fraop_1_2,2,3,2,Convolvulus althaeoides,Halictus gemmeus
