Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_species,Pollinator_species
1_5_bartomeus_spain_2008_miqop_1_2,1,2,1,Sonchus tenerrimus,Dasytidae sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,2,Bituminaria bituminosa,Dasytidae sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,3,Daucus carota,Dasytidae sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,4,Brassica fruticulosa,Colletes sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,5,Opuntia stricta,Halictus pyrenaeus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,6,Convolvulus althaeoides,Halictus pyrenaeus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,7,Sonchus tenerrimus,Halictus pyrenaeus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,8,Convolvulus althaeoides,Andrena sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,9,Daucus carota,Andrena sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,10,Scabiosa stellata,Andrena sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,11,Opuntia stricta,Andrena sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,12,Eryngium campestre,Andrena sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,13,Eryngium campestre,Halictus gemmeus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,14,Daucus carota,Halictus gemmeus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,15,Sonchus tenerrimus,Halictus gemmeus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,16,Urospermum picroides,Halictus gemmeus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,17,Sedum sediforme,Halictus gemmeus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,18,Daucus carota,Mordella bipunctata
1_5_bartomeus_spain_2008_miqop_1_2,1,2,19,Daucus carota,Tachinidae sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,20,Daucus carota,Hylaeus sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,21,Daucus carota,Mordellistena pumila
1_5_bartomeus_spain_2008_miqop_1_2,1,2,22,Daucus carota,Hylaeus nigritus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,23,Daucus carota,Trichodes apiarius
1_5_bartomeus_spain_2008_miqop_1_2,1,2,24,Daucus carota,Camponotus aetiops
1_5_bartomeus_spain_2008_miqop_1_2,1,2,25,Daucus carota,Myrabilis quadripunctata
1_5_bartomeus_spain_2008_miqop_1_2,1,2,26,Daucus carota,Oedemera lurida
1_5_bartomeus_spain_2008_miqop_1_2,1,2,27,Daucus carota,Gymnosoma rotundatum
1_5_bartomeus_spain_2008_miqop_1_2,1,2,28,Eryngium campestre,Mordellistena pumila
1_5_bartomeus_spain_2008_miqop_1_2,1,2,29,Opuntia stricta,Mordellistena pumila
1_5_bartomeus_spain_2008_miqop_1_2,1,2,30,Urospermum picroides,Mordellistena pumila
1_5_bartomeus_spain_2008_miqop_1_2,1,2,31,Eryngium campestre,Hylaeus nigritus
1_5_bartomeus_spain_2008_miqop_1_2,1,2,32,Scabiosa stellata,Trichodes apiarius
1_5_bartomeus_spain_2008_miqop_1_2,1,2,33,Sonchus tenerrimus,Trichodes apiarius
1_5_bartomeus_spain_2008_miqop_1_2,1,2,34,Scabiosa stellata,Myrabilis quadripunctata
1_5_bartomeus_spain_2008_miqop_1_2,1,2,35,Sonchus tenerrimus,Myrabilis quadripunctata
1_5_bartomeus_spain_2008_miqop_1_2,1,2,36,Urospermum picroides,Myrabilis quadripunctata
1_5_bartomeus_spain_2008_miqop_1_2,1,2,37,Opuntia stricta,Myrabilis quadripunctata
1_5_bartomeus_spain_2008_miqop_1_2,1,2,38,Eryngium campestre,Buprestidae sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,39,Eryngium campestre,Vanesa atlantica
1_5_bartomeus_spain_2008_miqop_1_2,1,2,40,Eryngium campestre,Oedemera flavipes
1_5_bartomeus_spain_2008_miqop_1_2,1,2,41,Opuntia stricta,Oedemera flavipes
1_5_bartomeus_spain_2008_miqop_1_2,1,2,42,Opuntia stricta,Apis melifera
1_5_bartomeus_spain_2008_miqop_1_2,1,2,43,Scabiosa stellata,Apis melifera
1_5_bartomeus_spain_2008_miqop_1_2,1,2,44,Sonchus tenerrimus,Apis melifera
1_5_bartomeus_spain_2008_miqop_1_2,1,2,45,Opuntia stricta,Oxythyrea funesta
1_5_bartomeus_spain_2008_miqop_1_2,1,2,46,Opuntia stricta,Xylocopa violacea
1_5_bartomeus_spain_2008_miqop_1_2,1,2,47,Opuntia stricta,Lasioglossum interrupts
1_5_bartomeus_spain_2008_miqop_1_2,1,2,48,Opuntia stricta,Bombus terrestris
1_5_bartomeus_spain_2008_miqop_1_2,1,2,49,Scabiosa stellata,Bombus terrestris
1_5_bartomeus_spain_2008_miqop_1_2,1,2,50,Sonchus tenerrimus,Oxythyrea funesta
1_5_bartomeus_spain_2008_miqop_1_2,1,2,51,Scabiosa stellata,Ceratina curcubitina
1_5_bartomeus_spain_2008_miqop_1_2,1,2,52,Scabiosa stellata,Papilion machaon
1_5_bartomeus_spain_2008_miqop_1_2,1,2,53,Scabiosa stellata,Physocephala sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,54,Scabiosa stellata,Lasioglossum sp.
1_5_bartomeus_spain_2008_miqop_1_2,1,2,55,Scabiosa stellata,Pieris rapae
1_5_bartomeus_spain_2008_miqop_1_2,1,2,56,Scabiosa stellata,Bombilius sp.
