Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_species,Pollinator_species
7_1_lundgren_2005_greenland,1,2,1,Dryas integrifolia,Platycheirus lundbecki
7_1_lundgren_2005_greenland,1,2,2,Campanula giesekiana,Platycheirus lundbecki
7_1_lundgren_2005_greenland,1,2,3,Campanula giesekiana,Dolichopus sp.1
7_1_lundgren_2005_greenland,1,2,4,Campanula giesekiana,Unidentified sp.3
7_1_lundgren_2005_greenland,1,2,5,Campanula giesekiana,Unidentified sp.8
7_1_lundgren_2005_greenland,1,2,6,Campanula giesekiana,Platycheirus groenlandicus
7_1_lundgren_2005_greenland,1,2,7,Campanula giesekiana,Eupeodes curtus
7_1_lundgren_2005_greenland,1,2,8,Campanula giesekiana,Delia sp.1
7_1_lundgren_2005_greenland,1,2,9,Campanula giesekiana,Acarina sp.1
7_1_lundgren_2005_greenland,1,2,10,Campanula giesekiana,Protophormia terranovae
7_1_lundgren_2005_greenland,1,2,11,Ledum palustre,Dolichopus sp.1
7_1_lundgren_2005_greenland,1,2,12,Dryas integrifolia,Unidentified sp.3
7_1_lundgren_2005_greenland,1,2,13,Silene acaulis,Unidentified sp.3
7_1_lundgren_2005_greenland,1,2,14,Saxifraga tricuspidata,Unidentified sp.3
7_1_lundgren_2005_greenland,1,2,15,Dryas integrifolia,Eupeodes curtus
7_1_lundgren_2005_greenland,1,2,16,Pyrola grandiflora,Eupeodes curtus
7_1_lundgren_2005_greenland,1,2,17,Persicaria vivipara,Eupeodes curtus
7_1_lundgren_2005_greenland,1,2,18,Cerastium alpinum,Eupeodes curtus
7_1_lundgren_2005_greenland,1,2,19,Cassiope tetragona,Unidentified sp.6
7_1_lundgren_2005_greenland,1,2,20,Dryas integrifolia,Sphaerophoria scripta
7_1_lundgren_2005_greenland,1,2,21,Cerastium alpinum,Sphaerophoria scripta
7_1_lundgren_2005_greenland,1,2,22,Cerastium alpinum,Thysanoptera sp.1
7_1_lundgren_2005_greenland,1,2,23,Dryas integrifolia,Thysanoptera sp.1
7_1_lundgren_2005_greenland,1,2,24,Saxifraga tricuspidata,Thysanoptera sp.1
7_1_lundgren_2005_greenland,1,2,25,Ledum palustre,Thysanoptera sp.1
7_1_lundgren_2005_greenland,1,2,26,Rhododendron lapponicum,Thysanoptera sp.1
7_1_lundgren_2005_greenland,1,2,27,Dryas integrifolia,Unidentified sp.9
7_1_lundgren_2005_greenland,1,2,28,Dryas integrifolia,Spilogona sp.1
7_1_lundgren_2005_greenland,1,2,29,Dryas integrifolia,Pegomya sp.1
7_1_lundgren_2005_greenland,1,2,30,Dryas integrifolia,Unidentified sp.2
7_1_lundgren_2005_greenland,1,2,31,Dryas integrifolia,Lasiomma sp.1
7_1_lundgren_2005_greenland,1,2,32,Dryas integrifolia,Eupeodes luniger
7_1_lundgren_2005_greenland,1,2,33,Dryas integrifolia,Unidentified sp.1
7_1_lundgren_2005_greenland,1,2,34,Dryas integrifolia,Nysius groenlandicus
7_1_lundgren_2005_greenland,1,2,35,Dryas integrifolia,Platycheirus hyperboreus
7_1_lundgren_2005_greenland,1,2,36,Saxifraga tricuspidata,Unidentified sp.1
7_1_lundgren_2005_greenland,1,2,37,Ledum palustre,Unidentified sp.1
7_1_lundgren_2005_greenland,1,2,38,Persicaria vivipara,Unidentified sp.1
7_1_lundgren_2005_greenland,1,2,39,Silene acaulis,Unidentified sp.1
7_1_lundgren_2005_greenland,1,2,40,Vaccinium uliginosum,Unidentified sp.1
7_1_lundgren_2005_greenland,1,2,41,Pedicularis flammea,Unidentified sp.1
7_1_lundgren_2005_greenland,1,2,42,Epilobium latifolium,Nysius groenlandicus
7_1_lundgren_2005_greenland,1,2,43,Silene suecica,Nysius groenlandicus
7_1_lundgren_2005_greenland,1,2,44,Persicaria vivipara,Nysius groenlandicus
7_1_lundgren_2005_greenland,1,2,45,Potentilla rubricaulis,Nysius groenlandicus
7_1_lundgren_2005_greenland,1,2,46,Silene acaulis,Platycheirus hyperboreus
7_1_lundgren_2005_greenland,1,2,47,Saxifraga tricuspidata,Spilogona sp.1
7_1_lundgren_2005_greenland,1,2,48,Silene acaulis,Pegomya sp.1
7_1_lundgren_2005_greenland,1,2,49,Silene acaulis,Unidentified sp.2
7_1_lundgren_2005_greenland,1,2,50,Saxifraga tricuspidata,Unidentified sp.2
7_1_lundgren_2005_greenland,1,2,51,Rhododendron lapponicum,Unidentified sp.2
7_1_lundgren_2005_greenland,1,2,52,Ledum palustre,Unidentified sp.2
7_1_lundgren_2005_greenland,1,2,53,Luetkea pectinata,Unidentified sp.2
7_1_lundgren_2005_greenland,1,2,54,Vaccinium uliginosum,Unidentified sp.2
7_1_lundgren_2005_greenland,1,2,55,Persicaria vivipara,Unidentified sp.4
7_1_lundgren_2005_greenland,1,2,56,Ledum palustre,Unidentified sp.4
7_1_lundgren_2005_greenland,1,2,57,Ledum palustre,Unidentified sp.5
7_1_lundgren_2005_greenland,1,2,58,Persicaria vivipara,Sympsitis zetterstedtii
7_1_lundgren_2005_greenland,1,2,59,Saxifraga tricuspidata,Unidentified sp.7
7_1_lundgren_2005_greenland,2,3,1,Campanula giesekiana,Platycheirus lundbecki
7_1_lundgren_2005_greenland,2,3,1,Dryas integrifolia,Platycheirus lundbecki
7_1_lundgren_2005_greenland,2,3,2,Campanula giesekiana,Dolichopus sp.1
