Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_species,Pollinator_species
1_6_bartomeus_spain_2008_selop_1_2,1,2,1,Opuntia stricta,Anthidium sticticum
1_6_bartomeus_spain_2008_selop_1_2,1,2,2,Bituminaria bituminosa,Anthidium sticticum
1_6_bartomeus_spain_2008_selop_1_2,1,2,3,Bituminaria bituminosa,Anthidium septemsp.inosum
1_6_bartomeus_spain_2008_selop_1_2,1,2,4,Bituminaria bituminosa,Lassiopogon sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,5,Bituminaria bituminosa,Myrabilis quadripunctata
1_6_bartomeus_spain_2008_selop_1_2,1,2,6,Bituminaria bituminosa,Andrena sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,7,Bituminaria bituminosa,Megachile sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,8,Bituminaria bituminosa,Lasioglossum pauxillum
1_6_bartomeus_spain_2008_selop_1_2,1,2,9,Opuntia stricta,Anthidium septemsp.inosum
1_6_bartomeus_spain_2008_selop_1_2,1,2,10,Sedum sediforme,Anthidium septemsp.inosum
1_6_bartomeus_spain_2008_selop_1_2,1,2,11,Hypericum perfolatum,Anthidium septemsp.inosum
1_6_bartomeus_spain_2008_selop_1_2,1,2,12,Sonchus tenerrimus,Myrabilis quadripunctata
1_6_bartomeus_spain_2008_selop_1_2,1,2,13,Opuntia stricta,Myrabilis quadripunctata
1_6_bartomeus_spain_2008_selop_1_2,1,2,14,Sedum sediforme,Andrena sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,15,Ruta chalepensis,Andrena sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,16,Opuntia stricta,Lasioglossum pauxillum
1_6_bartomeus_spain_2008_selop_1_2,1,2,17,Daucus carota,Lasioglossum pauxillum
1_6_bartomeus_spain_2008_selop_1_2,1,2,18,Daucus carota,Mordellistena pumila
1_6_bartomeus_spain_2008_selop_1_2,1,2,19,Sedum sediforme,Mordellistena pumila
1_6_bartomeus_spain_2008_selop_1_2,1,2,20,Ruta chalepensis,Mordellistena pumila
1_6_bartomeus_spain_2008_selop_1_2,1,2,21,Eryngium campestre,Mordellistena pumila
1_6_bartomeus_spain_2008_selop_1_2,1,2,22,Daucus carota,Scolia hirta
1_6_bartomeus_spain_2008_selop_1_2,1,2,23,Daucus carota,Oedemera barbara
1_6_bartomeus_spain_2008_selop_1_2,1,2,24,Daucus carota,Psylotrix viridicoerulea
1_6_bartomeus_spain_2008_selop_1_2,1,2,25,Daucus carota,Stenopterus rufus
1_6_bartomeus_spain_2008_selop_1_2,1,2,26,Daucus carota,Coleoptera sp.2
1_6_bartomeus_spain_2008_selop_1_2,1,2,27,Daucus carota,Dasytidae sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,28,Daucus carota,Mordella bipunctata
1_6_bartomeus_spain_2008_selop_1_2,1,2,29,Daucus carota,Oedemera flavipes
1_6_bartomeus_spain_2008_selop_1_2,1,2,30,Daucus carota,Hymenoptera sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,31,Daucus carota,Trichodes apiarius
1_6_bartomeus_spain_2008_selop_1_2,1,2,32,Eryngium campestre,Oedemera barbara
1_6_bartomeus_spain_2008_selop_1_2,1,2,33,Opuntia stricta,Scolia hirta
1_6_bartomeus_spain_2008_selop_1_2,1,2,34,Sedum sediforme,Scolia hirta
1_6_bartomeus_spain_2008_selop_1_2,1,2,35,Sedum sediforme,Trichodes apiarius
1_6_bartomeus_spain_2008_selop_1_2,1,2,36,Ruta chalepensis,Trichodes apiarius
1_6_bartomeus_spain_2008_selop_1_2,1,2,37,Opuntia stricta,Dasytidae sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,38,Helichrysum stoechas,Dasytidae sp.
1_6_bartomeus_spain_2008_selop_1_2,1,2,39,Sedum sediforme,Mordella bipunctata
1_6_bartomeus_spain_2008_selop_1_2,1,2,40,Opuntia stricta,Mordella bipunctata
1_6_bartomeus_spain_2008_selop_1_2,1,2,41,Opuntia stricta,Oedemera flavipes
1_6_bartomeus_spain_2008_selop_1_2,1,2,42,Sedum sediforme,Oedemera flavipes
1_6_bartomeus_spain_2008_selop_1_2,1,2,43,Ruta chalepensis,Oedemera flavipes
1_6_bartomeus_spain_2008_selop_1_2,1,2,44,Eryngium campestre,Oedemera flavipes
1_6_bartomeus_spain_2008_selop_1_2,1,2,45,Dianthus caryophyllus,Oedemera flavipes
1_6_bartomeus_spain_2008_selop_1_2,1,2,46,Eryngium campestre,Vanesa atlantica
1_6_bartomeus_spain_2008_selop_1_2,1,2,47,Opuntia stricta,Apis melifera
1_6_bartomeus_spain_2008_selop_1_2,1,2,48,Opuntia stricta,Xylocopa violacea
1_6_bartomeus_spain_2008_selop_1_2,1,2,49,Opuntia stricta,Bombus terrestris
1_6_bartomeus_spain_2008_selop_1_2,1,2,50,Opuntia stricta,Oxythyrea funesta
1_6_bartomeus_spain_2008_selop_1_2,1,2,51,Sedum sediforme,Apis melifera
1_6_bartomeus_spain_2008_selop_1_2,1,2,52,Scabiosa stellata,Apis melifera
