Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_species,Pollinator_species
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,1,Anchusa azurea,Nomada melathoracica
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,2,Anchusa azurea,Andrena sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,3,Anchusa azurea,Dasypoda crassicornis
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,4,Andryala integrifolia,Panurgus sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,5,Cistus salviifolius,Panurgus banksianus
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,6,Diplotaxis virgata,Syrphidae sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,7,Diplotaxis virgata,Lasioglossum sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,8,Diplotaxis virgata,Colletes acutus
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,9,Lavandula pedunculata,Lasioglossum sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,10,Lavandula pedunculata,Lasioglossum malachurum
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,11,Halimium commutatum,Lasioglossum malachurum
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,12,Halimium commutatum,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,13,Halimium commutatum,Heriades crenulatus
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,14,Halimium commutatum,Xylocopa cantabrita
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,15,Lavandula pedunculata,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,16,Spartium junceum,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,17,Rosmarinus officinalis,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,18,Rosmarinus officinalis,Xylocopa cantabrita
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,19,Lavandula pedunculata,Xylocopa cantabrita
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,20,Lavandula pedunculata,Colletes sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,21,Lavandula pedunculata,Anthophora bimaculata
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,22,Lavandula pedunculata,Rhyncomyia cuprea
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,23,Lavandula pedunculata,Dasypoda sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,24,Lavandula pedunculata,Ceratina sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,25,Lavandula pedunculata,Helophilus trivittatus
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,26,Lavandula pedunculata,Episyrphus balteatus
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,27,Lavandula pedunculata,Merodon sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,28,Lavandula pedunculata,Heriades truncorum
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,29,Lavandula pedunculata,Nomada agrestis
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,30,Lavandula pedunculata,Dasypoda cingulata
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,31,Lavandula pedunculata,Anthophora retusa
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,32,Lavandula pedunculata,Hoplitis tridentata
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,33,Lavandula stoechas,Osmia caerulescens
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,34,Linaria viscosa,Dischistus senex
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,35,Rosmarinus officinalis,Sphecodes sp.
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,36,Rosmarinus officinalis,Bombus terrestris
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,37,Rosmarinus officinalis,Eristalis tenax
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,38,Rosmarinus officinalis,Nomada fucata
12_9_bartomeus_spain_2008_LaRocina_unp,1,2,39,Rosmarinus officinalis,Lasioglossum imminutus
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,1,Diplotaxis virgata,Lasioglossum sp.
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,1,Lavandula pedunculata,Lasioglossum sp.
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,2,Halimium commutatum,Lasioglossum malachurum
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,2,Lavandula pedunculata,Lasioglossum malachurum
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,3,Halimium commutatum,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,3,Lavandula pedunculata,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,4,Halimium commutatum,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,4,Spartium junceum,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,5,Halimium commutatum,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,5,Rosmarinus officinalis,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,6,Lavandula pedunculata,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,6,Rosmarinus officinalis,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,7,Lavandula pedunculata,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,7,Spartium junceum,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,8,Rosmarinus officinalis,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,8,Spartium junceum,Apis mellifera
12_9_bartomeus_spain_2008_LaRocina_unp,2,3,9,Lavandula pedunculata,Xylocopa cantabrita
